Inc: IA No,Inc: Incident type,Inc: Occurred date,Inc: Occurred time,OffSnp: Link type,OffSnp: Org: Net area,OffSnp: Title/rank,Off: Race,Off: Gender,OffSnp: Age,OffSnp: Years employed,UOF: Officer condition/injury,OffSnp: Body worn camera,UOF: Type of force used,UOF: Reason for using force,UOF: Citizen condition/injury,UOF: Citizen was arrested (y/n),Cit: Charge,Inc: Service rendered,UOF: Officer assessment of cit condition,Inc: CIT: Citizen behaviors,Cit: Race,Cit: Gender,CitSnp: Age
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Resistance with violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Resistance without violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Resistance with violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Resistance without violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Battery - Domestic Violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Resistance with violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Resistance without violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Resistance with violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Resistance without violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Battery - Domestic Violence,Arrest,Physical - Active,Belligerant / uncooperative behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Resistance without violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Resistance without violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Battery - Domestic Violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Resistance without violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Resistance with violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Resistance without violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Battery - Domestic Violence,Arrest,Physical - Active,Disorderly / disruptive behavior,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Resistance with violence,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Resistance without violence,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Resistance with violence,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Resistance without violence,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Unknown,Female,36,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Battery - Domestic Violence,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Resistance with violence,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Resistance without violence,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Pre Existing Injury,Yes,Battery - Domestic Violence,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Battery - Law Enforcement Officer,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Resistance with violence,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Resistance without violence,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-150,Use of force,08/10/2019,01:48,Officer,Downtown,Police Officer,Hispanic,Female,25,3,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Domestic Violence,Rescue Treated - Transported,Yes,Battery - Domestic Violence,Arrest,Physical - Active,Other,Hispanic,Male,44
F19-151,Use of force,08/11/2019,13:30,Witness,Allapattah,Police Officer,Hispanic,Male,28,3,,Body Worn Camera - Captured,,Battery - LEO,No injuries noted or visible,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Witness,Allapattah,Police Officer,Hispanic,Male,28,3,,Body Worn Camera - Captured,,Battery - LEO,No injuries noted or visible,Yes,Burglary - Unoccupied,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Witness,Allapattah,Police Officer,Hispanic,Male,28,3,,Body Worn Camera - Captured,,Battery - LEO,No injuries noted or visible,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Witness,Allapattah,Police Officer,Hispanic,Male,23,3,,Body Worn Camera - Captured,,Battery - LEO,No injuries noted or visible,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Witness,Allapattah,Police Officer,Hispanic,Male,23,3,,Body Worn Camera - Captured,,Battery - LEO,No injuries noted or visible,Yes,Burglary - Unoccupied,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Witness,Allapattah,Police Officer,Hispanic,Male,23,3,,Body Worn Camera - Captured,,Battery - LEO,No injuries noted or visible,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Witness,Allapattah,Police Sergeant,Hispanic,Male,41,19,,,,Battery - LEO,No injuries noted or visible,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Witness,Allapattah,Police Sergeant,Hispanic,Male,41,19,,,,Battery - LEO,No injuries noted or visible,Yes,Burglary - Unoccupied,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Witness,Allapattah,Police Sergeant,Hispanic,Male,41,19,,,,Battery - LEO,No injuries noted or visible,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Witness,,Police Officer,Hispanic,Male,46,22,,Body Worn Camera - Not Issued,,Battery - LEO,No injuries noted or visible,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Witness,,Police Officer,Hispanic,Male,46,22,,Body Worn Camera - Not Issued,,Battery - LEO,No injuries noted or visible,Yes,Burglary - Unoccupied,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Witness,,Police Officer,Hispanic,Male,46,22,,Body Worn Camera - Not Issued,,Battery - LEO,No injuries noted or visible,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Officer,Allapattah,Police Officer,Hispanic,Male,34,4,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Battery - LEO,No injuries noted or visible,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Officer,Allapattah,Police Officer,Hispanic,Male,34,4,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Battery - LEO,No injuries noted or visible,Yes,Burglary - Unoccupied,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Officer,Allapattah,Police Officer,Hispanic,Male,34,4,No injuries noted or visible,Body Worn Camera - Captured,Physical Force,Battery - LEO,No injuries noted or visible,Yes,Criminal Mischief,Arrest,Aggressive Physical,,Black,Male,33
F19-151,Use of force,08/11/2019,13:30,Witness,Overtown,Police Sergeant,Black,Male,35,11,,,,Battery - LEO,No injuries noted or visible,Yes,Battery - Law Enforcement Officer,Arrest,Aggressive Physical,,Black,Male,33
