"Blunt_Object","Category_of_Force_Event__Measured_at_Event_Level","Disposition_Custody","DOW","Firearm","Firearm__Implied","Firearm__Replica","Force_Applied__1","Force_Applied__2","Force_Applied__3","Force_Applied__4","Force_Applied__5","Force_Applied__6","Force_Applied__7","Force_Applied__8","Hour_(6Hr)","Initial_Call_Category","Initial_Call_type","Knife___Edged_Weapon___Stabbing_Instrument","Mental_Health_Crisis__Prior_to_Force,_Perceived_Lack_of_Compliance","Month","Needle___Spit___Bodily_Fluids","No_weapon_(unarmed)","Officer","Officer_Precinct","Officer_Tenure","Other_Weapon","Record_ID","Subject","Subject__Race","Subject__Sex","Subject__Transient","Subject_Age","Subject_Instance","Subject_Resistance__1","Subject_Resistance__2","Subject_Resistance__3","Subject_Resistance__4","Subject_Resistance__5","Subject_Resistance__6","Subject_Resistance__7","Subject_Resistance__8","Type_of_Call","Under_the_Influence_of_Alcohol__Prior_to_Force,_Perceived_Condition","Under_the_Influence_of_Drugs__Prior_to_Force,_Perceived_Condition","Weapon_Present_or_reported_but_not_used_or_threatened_use","Year","Record_Count...48","Record_Count...49","AgeBands","serious","(Intercept)","Officer_PrecinctDetectives","Officer_PrecinctEast_Precinct","Officer_PrecinctFamily_Services","Officer_PrecinctK9","Officer_PrecinctNorth_Precinct","Officer_PrecinctSERT","Officer_PrecinctTOD","Officer_PrecinctTraffic","Officer_PrecinctTraining","Officer_PrecinctTransit_PPB_Only","Subject__RaceAsian","Subject__RaceBlack","Subject__RaceHispanic","Subject__RaceNative_American","Subject__RaceUnknown","Subject__SexFemale","Subject__TransientUnknown","Subject__TransientYes","AgeBands25_34","AgeBands35_44","AgeBands45_54","AgeBands55_65","AgeBands66_100"
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Control_Against_Resistance","Takedown_IV",NA,NA,NA,NA,NA,NA,"1200_1759","Subject_Stop","PERSON_CONTACT_86",NA,NA,"May",NA,"No_weapon_unarmed","784021","Central_Precinct","4",NA,"1010547407","607718","White","Female","Yes",54,"1011155125","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","45_54",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Hobble",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Collision","ACCIDENT___UNKNOWN_INJURY",NA,NA,"October",NA,"No_weapon_unarmed","674411","Central_Precinct","1",NA,"623548784","4153400","White","Male","No",19,"627702184","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Unwanted_Person","UNWANTED_PERSON",NA,NA,"February",NA,"No_weapon_unarmed","776720","Central_Precinct","16",NA,"667546074","1813173","Black","Female","Yes",38,"669359247","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Burglary","BURGLARY___PRIORITY_*H",NA,NA,"November",NA,NA,"291271","North_Precinct","2","Lighter","757549115","414130","Black","Male","Yes",35,"757963245","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","35_44",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Burglary","BURGLARY___PRIORITY_*H",NA,NA,"November",NA,NA,"178860","North_Precinct","16","Lighter","757549115","414130","Black","Male","Yes",35,"757963245","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","35_44",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Burglary","BURGLARY___PRIORITY_*H",NA,NA,"November",NA,NA,"349979","North_Precinct","22","Lighter","757549115","414130","Black","Male","Yes",35,"757963245","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes","Yes",NA,"2020","1","1","35_44",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"August",NA,"No_weapon_unarmed","427191","East_Precinct","3",NA,"153548239","573895","Hispanic","Male","Yes",29,"154122134","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"August",NA,"No_weapon_unarmed","321971","East_Precinct","10",NA,"153548239","573895","Hispanic","Male","Yes",29,"154122134","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Resisted_HC","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"April",NA,"No_weapon_unarmed","713409","East_Precinct","18",NA,"360546891","459427","White","Male","Unknown",31,"361006318","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Resisted_HC","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"April",NA,"No_weapon_unarmed","756219","East_Precinct","20",NA,"360546891","459427","White","Male","Unknown",31,"361006318","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Resisted_HC","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"April",NA,"No_weapon_unarmed","964441","Training","0",NA,"360546891","459427","White","Male","Unknown",31,"361006318","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Takedown_IV",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"April",NA,"No_weapon_unarmed","228170","North_Precinct","13",NA,"972546807","296127","Black","Male","Yes",25,"972842934","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Takedown_IV",NA,NA,NA,NA,NA,NA,NA,"1800_2359","DUII","DRIVING_UNDER_INFLUENCE",NA,NA,"October",NA,"No_weapon_unarmed","414482","East_Precinct","1",NA,"532548923","4145884","Native_American","Male","No",39,"536694807","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Takedown_IV",NA,NA,NA,NA,NA,NA,NA,"1800_2359","DUII","DRIVING_UNDER_INFLUENCE",NA,NA,"October",NA,"No_weapon_unarmed","927141","East_Precinct","3",NA,"532548923","4145884","Native_American","Male","No",39,"536694807","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Takedown_IV",NA,NA,NA,NA,NA,NA,NA,"1800_2359","DUII","DRIVING_UNDER_INFLUENCE",NA,NA,"October",NA,"No_weapon_unarmed","514690","East_Precinct","16",NA,"532548923","4145884","Native_American","Male","No",39,"536694807","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Takedown_IV","Resisted_HC",NA,NA,NA,NA,NA,NA,"0600_1159","Unwanted_Person","UNWANTED_PERSON",NA,NA,"February",NA,"No_weapon_unarmed","544502","Central_Precinct","0",NA,"667546074","1813173","Black","Female","Yes",38,"669359247","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
NA,"IV","Arrest_Misdemeanor","Tuesday",NA,NA,NA,"Takedown_IV","Resisted_HC",NA,NA,NA,NA,NA,NA,"1800_2359","DUII","DRIVING_UNDER_INFLUENCE",NA,NA,"October",NA,"No_weapon_unarmed","830532","Training","0",NA,"532548923","4145884","Native_American","Male","No",39,"536694807","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NA,"IV","Arrest_Other_Agency","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Civil","CIVIL___SERVE_PAPERS",NA,NA,"September",NA,"No_weapon_unarmed","562900","Central_Precinct","16",NA,"822548646","1267270","White","Female","No",36,"823815916","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
NA,"IV","Arrest_Warrant","Tuesday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"October",NA,NA,"762219","North_Precinct","21",NA,"17548918","441138","White","Male","Yes",35,"17990056","Passive",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Warrant","Tuesday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Suspicious","SUSPICIOUS_SUBJ,_VEH,_OR_CIRCUMSTANCE",NA,NA,"October",NA,NA,"651809","North_Precinct","23",NA,"17548918","441138","White","Male","Yes",35,"17990056","Passive",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","35_44",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Warrant","Tuesday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Warrant","WARRANT",NA,NA,"January",NA,NA,"717111","East_Precinct","3",NA,"228545830","293361","White","Male","Yes",45,"228839191","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","45_54",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
NA,"IV","Arrest_Warrant","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Vandalism","VANDALISM___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","551100","East_Precinct","14",NA,"354549311","586382","Black","Male","No",20,"355135693","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","18_24",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Arrest_Warrant","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Other","DETAIL",NA,NA,"July",NA,"No_weapon_unarmed","373681","Detectives","8",NA,"671547824","4142735","Black","Female","No",18,"675690559","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","18_24",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NA,"IV","Arrest_Warrant","Tuesday",NA,NA,NA,"Control_Against_Resistance","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"0000_0559","Vandalism","VANDALISM___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","836731","East_Precinct","4",NA,"354549311","586382","Black","Male","No",20,"355135693","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","18_24",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Arrest_Warrant","Tuesday",NA,NA,NA,"PFA",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"November",NA,NA,"1042951","North_Precinct","5",NA,"529548983","584602","White","Male","No",22,"530133585","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes","Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","18_24",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Arrest_Warrant","Tuesday",NA,NA,NA,"PFA",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Warrant","WARRANT",NA,NA,"January",NA,NA,"836731","East_Precinct","3",NA,"228545830","293361","White","Male","Yes",45,"228839191","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","45_54",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
NA,"IV","Arrest_Warrant","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Unwanted_Person","UNWANTED_PERSON",NA,"Yes","June",NA,"No_weapon_unarmed","202461","East_Precinct","11",NA,"175547679","352148","White","Male","Yes",35,"175899827","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Warrant","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Unwanted_Person","UNWANTED_PERSON",NA,"Yes","June",NA,"No_weapon_unarmed","828628","East_Precinct","25",NA,"175547679","352148","White","Male","Yes",35,"175899827","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Warrant","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Unwanted_Person","UNWANTED_PERSON",NA,"Yes","June",NA,"No_weapon_unarmed","971440","Transit_PPB_Only","14",NA,"175547679","352148","White","Male","Yes",35,"175899827","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Warrant","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Unwanted_Person","UNWANTED_PERSON",NA,"Yes","June",NA,"No_weapon_unarmed","996840","Transit_PPB_Only","16",NA,"175547679","352148","White","Male","Yes",35,"175899827","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","35_44",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
NA,"IV","Arrest_Warrant","Tuesday",NA,NA,NA,"Resisted_HC","Control_Against_Resistance",NA,NA,NA,NA,NA,NA,"1200_1759","Other","DETAIL",NA,NA,"July",NA,"No_weapon_unarmed","832530","Detectives","19",NA,"671547824","4142735","Black","Female","No",18,"675690559","Active","Active",NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,NA,NA,"2020","1","1","18_24",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NA,"IV","Cite_and_Release","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"May","Needle___Spit___Bodily_Fluids",NA,"884231","Central_Precinct","2",NA,"677547234","4131957","Asian","Male","No",20,"681679191","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Cite_and_Release","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Collision","ACCIDENT___INJURY","Knife___Edged_Weapon___Stabbing_Instrument",NA,"December",NA,NA,"998141","Central_Precinct","1",NA,"592549383","444432","Black","Male","No",34,"592993815","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NA,"IV","Cite_and_Release","Tuesday",NA,NA,NA,"Control_Against_Resistance","Takedown_IV",NA,NA,NA,NA,NA,NA,"0000_0559","Disturbance","DISTURBANCE___PRIORITY",NA,NA,"May","Needle___Spit___Bodily_Fluids",NA,"156259","Central_Precinct","20",NA,"677547234","4131957","Asian","Male","No",20,"681679191","Active","Active",NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,"IV","Cite_and_Release","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Collision","ACCIDENT___INJURY","Knife___Edged_Weapon___Stabbing_Instrument",NA,"December",NA,NA,"358482","North_Precinct","1",NA,"592549383","444432","Black","Male","No",34,"592993815","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NA,"IV","Cite_and_Release","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Collision","ACCIDENT___INJURY","Knife___Edged_Weapon___Stabbing_Instrument",NA,"December",NA,NA,"1056351","North_Precinct","2",NA,"592549383","444432","Black","Male","No",34,"592993815","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NA,"IV","Cite_and_Release","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1800_2359","Collision","ACCIDENT___INJURY","Knife___Edged_Weapon___Stabbing_Instrument",NA,"December",NA,NA,"228170","North_Precinct","14",NA,"592549383","444432","Black","Male","No",34,"592993815","Active",NA,NA,NA,NA,NA,NA,NA,"Self_Initiated",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NA,"IV","Detained_and_Released","Tuesday",NA,NA,NA,"Box_in_VIS",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"February",NA,"No_weapon_unarmed","490391","East_Precinct","1",NA,"249546240","378600","Black","Male","No",27,"249924840","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NA,"IV","Detained_and_Released","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Robbery","ROBBERY___PRIORITY_*H",NA,NA,"August",NA,"No_weapon_unarmed","990840","North_Precinct","16",NA,"350548301","732997","Black","Male","No",27,"351281298","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NA,"IV","Detained_and_Released","Tuesday",NA,NA,NA,"PFA",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"April",NA,NA,"476388","East_Precinct","26",NA,"629546974","1766040","White","Male","Yes",26,"631313014","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Detained_and_Released","Tuesday",NA,NA,NA,"PFA",NA,NA,NA,NA,NA,NA,NA,"0600_1159","Welfare_Check","WELFARE_CHECK___PRIORITY",NA,NA,"April",NA,NA,"139660","SERT","17",NA,"629546974","1766040","White","Male","Yes",26,"631313014","Passive",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","25_34",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Detained_and_Released","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Robbery","ROBBERY___PRIORITY_*H",NA,NA,"August",NA,"No_weapon_unarmed","954441","North_Precinct","1",NA,"350548301","732997","Black","Male","No",27,"351281298","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NA,"IV","Detained_and_Released","Tuesday",NA,NA,NA,"Resisted_HC",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Robbery","ROBBERY___PRIORITY_*H",NA,NA,"August",NA,"No_weapon_unarmed","604800","North_Precinct","16",NA,"350548301","732997","Black","Male","No",27,"351281298","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
NA,"IV","Release_to_Medical","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"0000_0559","Collision","ACCIDENT___HIT_&_RUN___PRIORITY",NA,NA,"December",NA,"No_weapon_unarmed","667208","North_Precinct","28",NA,"364549241","361411","Black","Female","No",31,"364910652","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched","Yes",NA,NA,"2020","1","1","25_34",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
NA,"IV","Release_to_Medical","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Area_Premise_Check","AREA_CHECK",NA,NA,"February",NA,"No_weapon_unarmed","776720","Central_Precinct","16",NA,"279546160","384474","White","Male","Yes",34,"279930634","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Release_to_Medical","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Area_Premise_Check","AREA_CHECK",NA,NA,"February",NA,"No_weapon_unarmed","453189","Central_Precinct","20",NA,"279546160","384474","White","Male","Yes",34,"279930634","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,"Yes",NA,"2020","1","1","25_34",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,"IV","Release_to_Medical","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Assist","ASSIST___CITIZEN_OR_AGENCY",NA,"Yes","July",NA,"No_weapon_unarmed","926741","East_Precinct","6",NA,"387547891","1603842","White","Male","No",55,"389151733","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","55_65",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,"IV","Release_to_Medical","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","ECIT",NA,"Yes","April",NA,NA,"775419","East_Precinct","19",NA,"412546892","1560683","White","Female","No",32,"414107575","Active",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,"Weapon_Present_or_reported_but_not_used_or_threatened_use","2020","1","1","25_34",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
NA,"IV","Release_to_Medical","Tuesday",NA,NA,NA,"Control_Against_Resistance",NA,NA,NA,NA,NA,NA,NA,"1200_1759","Behavioral_Health","SUICIDE_ATTEMPT_OR_THREAT",NA,NA,"September",NA,"No_weapon_unarmed","1020040","Central_Precinct","15",NA,"949548577","3953890","Hispanic","Female","No",24,"953502467","Aggressive",NA,NA,NA,NA,NA,NA,NA,"Dispatched",NA,NA,NA,"2020","1","1","18_24",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
